"catalog_number","pollinator_family","pollinator_genus","pollinator_species","pollinator_sex","plant_sp_code","plant_species","collection_method","pantrap_colour","collector_number","day_collected","month_collected","year_collected","time_of_day_collected","location_description","location_name","habitat","latitude","longitude","basis_of_record","location_specimen","study_director","study"
"SFU807235","Megachilidae","Osmia","coloradensis","M","ERLA","Eriophyllum lanatum","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807236","Megachilidae","Osmia","coloradensis","M","ERLA","Eriophyllum lanatum","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807237","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807238","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807239","Halictidae","Halictus","rubicundus","F","ERLA","Eriophyllum lanatum","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807240","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807241","Halictidae","Lasioglossum","cressonii","F","ERLA","Eriophyllum lanatum","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807242","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807243","Halictidae","Halictus","rubicundus","F","ERLA","Eriophyllum lanatum","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807244","Syrphidae","Syritta","pipiens","M","ERLA","Eriophyllum lanatum","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807245","Halictidae","Lasioglossum","titusi","F","ERLA","Eriophyllum lanatum","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807246","Anthomyiidae","Anthomyiidae","sp.",NA,"DEME","Delphinium menziesii","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807247","Andrenidae","Andrena","angustitarsata","F","SACR","Sanicula crassicaulis","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807248","Andrenidae","Andrena","angustitarsata","F","SACR","Sanicula crassicaulis","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807249","Andrenidae","Andrena","angustitarsata","F","SACR","Sanicula crassicaulis","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807250","Andrenidae","Andrena","angustitarsata","F","SACR","Sanicula crassicaulis","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807251","Andrenidae","Andrena","auricoma","F","SACR","Sanicula crassicaulis","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807252","Andrenidae","Andrena","auricoma","F","SACR","Sanicula crassicaulis","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807253","Tachinidae","Epalpus","signifer",NA,"SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807254","Andrenidae","Andrena","salicifloris","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807255","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807256","Apidae","Bombus","mixtus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807257","Apidae","Apis","mellifera","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807258","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807259","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807260","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807261","Apidae","Bombus","melanopygus","M","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807262","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807263","Andrenidae","Andrena","hemileuca","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807264","Andrenidae","Andrena","saccata","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807265","Andrenidae","Andrena","buckelli","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807266","Andrenidae","Andrena","saccata","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807267","Halictidae","Lasioglossum","olympiae","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807268","Halictidae","Lasioglossum","olympiae","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807269","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807270","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807271","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807272","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807273","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807274","Apidae","Bombus","mixtus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807275","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807276","Apidae","Bombus","mixtus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807277","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807278","Apidae","Apis","mellifera","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807279","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807280","Andrenidae","Andrena","buckelli","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","DERME","Kelly","OS_NT_2017"
"SFU807281","Apidae","Bombus","vosnesenskii","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807282","Apidae","Bombus","sitkensis","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807283","Andrenidae","Andrena","nivalis","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807284","Andrenidae","Andrena","saccata","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807285","Andrenidae","Andrena","buckelli","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807286","Apidae","Bombus","melanopygus","M","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807287","Apidae","Bombus","melanopygus","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807288","Andrenidae","Andrena","saccata","F","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807289","Apidae","Bombus","melanopygus","M","SYAL","Symphoricarpus albus","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807290","Halictidae","Lasioglossum","olympiae","F","PLCO","Plectritis congesta","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807291","Syrphidae","Syritta","pipiens","F","PLCO","Plectritis congesta","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807292","Megachilidae","Osmia","dolerosa","F","PLCO","Plectritis congesta","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807293","Halictidae","Lasioglossum","olympiae","F","PLCO","Plectritis congesta","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807294","Syrphidae","Merodon
Merodon","equestris","M","PLCO","Plectritis congesta","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807295","Halictidae","Lasioglossum","olympiae","F","PLCO","Plectritis congesta","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807296","Apidae","Bombus","bifarius","F","PLCO","Plectritis congesta","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807297","Apidae","Bombus","sitkensis","F","PLCO","Plectritis congesta","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807298","Apidae","Bombus","melanopygus","M","PLCO","Plectritis congesta","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807299","Apidae","Bombus","mixtus","F","PLCO","Plectritis congesta","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807300","Apidae","Bombus","melanopygus","F","PLCO","Plectritis congesta","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807301","Apidae","Bombus","melanopygus","F","PLCO","Plectritis congesta","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807302","Apidae","Bombus","bifarius","F","PLCO","Plectritis congesta","net",NA,14,6,"Jun",2017,NA,"Mount Tzuhalem Ecological Reserve, nr. Duncan","MZ","Garry Oak",48.78617,-123.63399,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807303","Syrphidae","Merodon
Merodon","equestris","M","LEVU","Leucanthemum vulgare","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807304","Syrphidae","Merodon
Merodon","equestris","F","LEVU","Leucanthemum vulgare","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807305","Syrphidae","Eristalis","arbustorum","M","LEVU","Leucanthemum vulgare","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807306","Apidae","Apis","mellifera","F","LEVU","Leucanthemum vulgare","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807307","Halictidae","Lasioglossum","olympiae","F","LEVU","Leucanthemum vulgare","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807308","Megachilidae","Osmia","tristella","F","GEMO","Geranium molle","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807309","Apidae","Ceratina","acantha","F","GEMO","Geranium molle","net",NA,9,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807310","Hesperiidae","Erynnis","propertius",NA,"VISA","Vicia sativa","net",NA,23,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807311","Syrphidae","Eristalis","tenax","M","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807312","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807313","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807314","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807315","Halictidae","Lasioglossum","titusi","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807316","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807317","Megachilidae","Osmia","coloradensis","M","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807318","Megachilidae","Osmia","coloradensis","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807319","Bombylidae","Conophorus","columbiensis","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807320","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807321","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807322","Andrenidae","Andrena","angustitarsata","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807323","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807324","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807325","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807326","Bombylidae","Conophorus","columbiensis","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
"SFU807327","Halictidae","Lasioglossum","olympiae","F","ERLA","Eriophyllum lanatum","net",NA,31,6,"Jun",2017,NA,"Cowichan Garry Oak Preserve nr. Duncan","GO","Garry Oak",48.808556,-123.63125,"specimen","SFU","Kelly","OS_NT_2017"
